Name, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,16, 17, 18, 19, 20
Abdullah_al-Attiyah_0003.jpg,(Abdullah_al-Attiyah,97.51074),(Tayyeb_Abdel_Rahim,88.01835),(Vojislav_Kostunica,87.94699),(Kalid_Kaid,87.41183),(Raza_Rabbani,86.42712),(Nathirah_Hussein,86.22732),(Mohammaed_Ahmad_Al_Jarallah,86.10601),(Pat_Summerall,85.65647),(Mukesh_Ambani,85.53517),(Spencer_Abraham,84.84744)
Abdullah_Gul_0001.jpg,(Abdullah_Gul,97.24584),(George_Tenet,87.44037),(Alejandro_Avila,86.64118),(Rafiq_Hariri,86.53415),(Taha_Yassin_Ramadan,86.1631),(Francis_Collins,85.841995),(Mehmet_Ali_Sahin,85.841995),(Mufti_Mohammad_Syed,85.792046),(Farouk_Kaddoumi,85.10703),(Tim_Curley,83.70329)
Abdullah_al-Attiyah_0002.jpg,(Abdullah_al-Attiyah,97.30753),(Nathirah_Hussein,92.1645),(Kalid_Kaid,88.810394),(Tayyeb_Abdel_Rahim,88.6106),(S_Jayakumar,88.21101),(Jean-Luc_Bideau,86.848114),(Mohammaed_Ahmad_Al_Jarallah,86.32008),(Farouk_Kaddoumi,84.86652),(Spencer_Abraham,84.40885),(Pat_Summerall,84.1991)
Abdullah_0003.jpg,(Abdullah,97.04022),(Alejandro_Fernandez,86.91233),(Thad_Matta,86.19878),(Zhang_Yimou,85.56371),(Munir_Akram,85.16412),(Rebecca_Romijn-Stamos,83.89398),(Phil_Cullen,83.0168),(Omar_Khan_Sharif,82.46379),(Irfan_Ahmed,80.32803),(Ozzy_Osbourne,79.75596)
Abdullah_Gul_0005.jpg,(Abdullah_Gul,96.3423),(Daniel_Comisso_Urdaneta,88.66055),(Kent_Robinson,87.8685),(Matt_Herden,87.53313),(John_Taylor,87.27625),(Francis_Collins,85.48522),(Pamela_Melroy,84.466064),(Askar_Akayev,84.141884),(Jose_Maria_Aznar,84.12281),(Bill_Callahan,84.08468)
Abdullah_Gul_0004.jpg,(Abdullah_Gul,97.46235),(Randy_Ferbey,88.75331),(Taha_Yassin_Ramadan,88.5892),(Daniel_Comisso_Urdaneta,86.69827),(Mohammad_Aktar,86.1631),(Marwan_Barghouthi,85.82773),(Cesar_Gaviria,85.43527),(Mufti_Mohammad_Syed,85.41386),(Ali_Fallahian,84.82838),(Christoph_Daum,83.81771)
Abdullah_Gul_0003.jpg,(Abdullah_Gul,96.44632),(Jose_Maria_Aznar,86.96228),(Paul_Greengrass,86.51988),(John_F_Kennedy_Jr,86.03465),(Daniel_Comisso_Urdaneta,85.97044),(Mike_Helton,85.95617),(Mohammed_Salmane,85.899086),(Ricardo_Lopez_Murphy,85.670746),(Taha_Yassin_Ramadan,84.69489),(Art_Hoffmann,83.81771)
Abdullah_Gul_0002.jpg,(Abdullah_Gul,96.826126),(Randy_Ferbey,88.39653),(Taha_Yassin_Ramadan,88.232414),(Marwan_Barghouthi,85.27828),(Alejandro_Avila,85.24261),(Mufti_Mohammad_Syed,84.27537),(Paul_Greengrass,83.03587),(Michele_Placido,82.74983),(Ali_Fallahian,82.635414),(Assad_Ahmadi,82.2159)
Abdullah_Gul_0006.jpg,(Abdullah_Gul,97.2531),(Giuseppe_Morchio,89.53109),(Francis_Collins,88.46789),(Daniel_Comisso_Urdaneta,87.426094),(Taha_Yassin_Ramadan,87.21917),(Mehmet_Ali_Sahin,86.70541),(Stephen_Joseph,86.56983),(Prem_Kumar_Nair,85.7421),(Matt_Herden,85.39246),(Randy_Ferbey,85.27828)
Abdullah_Gul_0007.jpg,(Abdullah_Gul,98.08648),(Francis_Collins,91.46483),(Mehmet_Ali_Sahin,88.3894),(Bill_Callahan,87.35474),(Giuseppe_Morchio,86.69113),(George_Papandreou,86.35576),(Jim_Wall,86.070335),(Daniel_Comisso_Urdaneta,85.95617),(Randy_Ferbey,85.9419),(Rafiq_Hariri,85.720695)
Abdullah_Gul_0009.jpg,(Abdullah_Gul,97.94255),(Mehmet_Ali_Sahin,88.36799),(Randy_Ferbey,87.71152),(Taha_Yassin_Ramadan,86.79817),(Radovan_Karadzic,86.74108),(Lokendra_Bahadur_Chand,86.44852),(Giuseppe_Morchio,84.86652),(Bob_Eskridge,83.7605),(Anders_Fogh_Rasmussen,82.90238),(Francis_Collins,82.84518)
Abdullah_Gul_0013.jpg,(Abdullah_Gul,98.294525),(Francis_Collins,89.895004),(Mehmet_Ali_Sahin,89.63812),(Lidija_Djukanovic,86.348625),(Randy_Ferbey,86.29154),(Taha_Yassin_Ramadan,86.09174),(Oliver_Stone,85.79919),(Albaro_Recoba,85.16412),(Giuseppe_Morchio,85.06422),(Stipe_Mesic,85.035675)
Abdullah_Gul_0012.jpg,(Abdullah_Gul,98.03084),(Taha_Yassin_Ramadan,87.31193),(Francis_Collins,86.85525),(Randy_Ferbey,86.27727),(Daniel_Comisso_Urdaneta,86.24159),(Ahmet_Demir,85.92763),(Christy_Ferer,85.542305),(Stephen_Joseph,85.2997),(Cesar_Gaviria,83.97026),(Juan_Carlos_Morales,83.49353)
Abdullah_Gul_0010.jpg,(Abdullah_Gul,97.93408),(Randy_Ferbey,88.95311),(Giuseppe_Morchio,88.65341),(Mehmet_Ali_Sahin,88.14679),(Lokendra_Bahadur_Chand,85.9419),(Francis_Collins,85.84914),(Taha_Yassin_Ramadan,85.46381),(Stephen_Joseph,85.1998),(Alejandro_Avila,84.29444),(Claudia_Cardinale,84.21816)
Abdullah_Gul_0014.jpg,(Abdullah_Gul,97.85546),(Giuseppe_Morchio,89.24567),(Francis_Collins,88.582054),(Taha_Yassin_Ramadan,87.2263),(Randy_Ferbey,87.15494),(Ricardo_Lopez_Murphy,87.06931),(George_Papandreou,86.74822),(Mehmet_Ali_Sahin,86.41285),(Daniel_Comisso_Urdaneta,85.50662),(Ron_Zook,82.883316)
Abdullah_Gul_0008.jpg,(Abdullah_Gul,97.79135),(Taha_Yassin_Ramadan,87.732925),(Randy_Ferbey,87.35474),(Mehmet_Ali_Sahin,87.13354),(Giuseppe_Morchio,86.09888),(Luke_Smith,85.78491),(Lokendra_Bahadur_Chand,85.75637),(Francis_Collins,85.20693),(Astou_Ndiaye-Diatta,83.53167),(Ali_Fallahian,83.2075)
Abdullah_Gul_0015.jpg,(Abdullah_Gul,97.34986),(Juan_Carlos_Morales,87.52599),(Mehmet_Ali_Sahin,87.104996),(Anders_Fogh_Rasmussen,86.684),(Assad_Ahmadi,85.6422),(Taha_Yassin_Ramadan,85.2212),(Vincent_Cianci_Jr,82.7689),(Tom_Ridge,82.0252),(Ali_Fallahian,81.68195),(Alejandro_Avila,80.8429)
Abdullah_Gul_0011.jpg,(Abdullah_Gul,97.60508),(Mehmet_Ali_Sahin,87.59735),(Matt_Herden,87.56167),(Oliver_Stone,86.755356),(Francis_Collins,86.4842),(Albaro_Recoba,86.26299),(Ahmet_Demir,86.22018),(Bill_Callahan,86.070335),(Alejandro_Avila,85.29256),(Giuseppe_Morchio,83.89398)
Abdullah_Gul_0016.jpg,(Abdullah_Gul,96.28062),(Juan_Carlos_Morales,92.195946),(Ahmet_Demir,88.43935),(Talal_Keenaan,87.7686),(Prince_Willem-Alexander,87.66157),(Della_Clara,87.50459),(Zafarullah_Khan_Jamali,85.50662),(Terry_Semel,85.37105),(Andrea_Bocelli,84.37071),(Farouk_Kaddoumi,83.81771)
Abdullah_Gul_0017.jpg,(Abdullah_Gul,98.07681),(Alejandro_Avila,90.0948),(Mehmet_Ali_Sahin,87.21203),(Taha_Yassin_Ramadan,86.477066),(Randy_Ferbey,86.41998),(Oliver_Stone,85.97044),(Giuseppe_Morchio,85.81345),(Francis_Collins,85.68501),(Steve_Backley,85.39246),(Zahir_Shah,85.0)
Abdullah_Gul_0018.jpg,(Abdullah_Gul,96.73178),(Kent_Robinson,90.90826),(Matt_Herden,90.66564),(George_Papandreou,90.45158),(Randy_Ferbey,89.7737),(Oliver_Stone,89.50255),(Stipe_Mesic,88.03262),(Mehmet_Ali_Sahin,87.7686),(Vojislav_Kostunica,86.84098),(Jim_Wall,86.21304)
Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg,(Abid_Hamid_Mahmud_Al-Tikriti,95.61415),(Kemal_Dervis,90.50153),(John_Salazar,89.20286),(Saied_Hadi_al_Mudarissi,88.68196),(Luis_Pujols,87.57594),(Mohamed_ElBaradei,87.54026),(Talal_Keenaan,87.197754),(Sam_Torrance,87.04078),(Yasser_Arafat,87.0051),(Joe_Torre,86.54128)
Abel_Pacheco_0001.jpg,(Abel_Pacheco,96.80436),(Ralph_Goodale,88.75331),(Gustavo_Cisneros,87.69725),(John_Prescott,86.65546),(Robert_Weitzel,86.56269),(Robert_Beck,86.44852),(James_Wallack,85.24975),(Salman_Rushdie,84.84744),(Stan_Kasten,84.80931),(Eduardo_Duhalde,83.55074)
Abel_Pacheco_0002.jpg,(Abel_Pacheco,96.63018),(Robert_Weitzel,87.654434),(David_Glenn,85.40673),(Ralph_Goodale,85.04995),(Mario_Puzo,84.84744),(Brad_Gushue,82.787964),(John_Prescott,82.521),(Chick_Hearn,82.38751),(Robert_Beck,82.29217),(Rodney_Dangerfield,81.81544)
Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,(Abid_Hamid_Mahmud_Al-Tikriti,95.22467),(Angel_Maza,87.52599),(Mohammed_Mehdi_Saleh,86.1631),(Stefano_Basalini,86.03465),(Sergei_Alexandrovitch_Ordzhonikidze,86.020386),(Jake_Brace,85.72783),(Guus_Hiddink,85.39246),(Najib_al-Salhi,84.48513),(Vicente_Fernandez,83.97026),(Luis_Pujols,83.85584)
Abel_Pacheco_0003.jpg,(Abel_Pacheco,95.78349),(Robert_Weitzel,88.41794),(John_Prescott,85.61366),(Robert_Beck,85.39246),(Brad_Gushue,85.11417),(Eddie_Fenech_Adami,81.92985),(Rachel_Wheatley,81.85358),(Peter_Goldmark,81.01453),(Benjamin_Franklin,80.74756),(Ralph_Goodale,80.69035)
Abdullatif_Sener_0001.jpg,(Abdullatif_Sener,96.62776),(Yasar_Yakis,94.22921),(Jamie_Dimon,86.25586),(Catriona_Le_May_Doan,86.20591),(Jeffery_Hendren,85.76351),(Bill_Belichick,85.27115),(Dick_Clark,85.2212),(Mehdi_Baala,85.15698),(Duane_Barber,84.98093),(Lokendra_Bahadur_Chand,84.96186)
Adam_Sandler_0002.jpg,(Adam_Sandler,96.35924),(Carmen_Electra,86.8053),(Bob_Hartley,83.89398),(Nathan_Smith,82.33031),(Felipe_Perez_Roque,82.273094),(Joe_Cravens,82.08241),(Sergio_Garcia,81.43405),(Nicoletta_Braschi,81.01453),(Carlo_Azeglio_Ciampi,80.95732),(Fabrice_Santoro,80.72849)
Adam_Sandler_0003.jpg,(Adam_Sandler,96.987),(Lance_Bass,85.29256),(Sylvie_Guillem,80.86198),(Ekke_Hard_Forberg,80.61407),(Mike_Slive,80.48059),(Nathan_Smith,79.3555),(Steve_Avery,79.2983),(Mike_Richter,78.70715),(Stephane_Rousseau,78.64994),(Wen_Ho_Lee,78.24949)
Adam_Sandler_0004.jpg,(Adam_Sandler,96.06532),(Gary_Paer,85.84914),(John_Cusack,85.33537),(Roger_Daltrey,84.618614),(Robbie_Fowler,83.7605),(Brook_Robinson,83.264694),(Earl_Scruggs,83.13121),(Bill_Fennelly,82.787964),(Pete_Carroll,82.34938),(Zalmay_Khalilzad,81.81544)
Adam_Scott_0002.jpg,(Adam_Scott,93.35712),(Landon_Donovan,87.5474),(Dany_Heatley,86.5841),(Amelie_Mauresmo,86.32722),(James_Franco,85.69929),(Michael_Bouchard,85.1998),(Tiago_Splitter,84.12281),(Steve_Fehr,84.04654),(Anders_Fogh_Rasmussen,83.39818),(William_Burns,83.24563)
Adel_Al-Jubeir_0002.jpg,(Adel_Al-Jubeir,98.155426),(Claudio_Lopez,87.46891),(Zdravko_Mucic,86.876656),(Noor_Mohammed,85.670746),(Mohammed_Baqir_al-Hakim,85.47809),(Benjamin_McKenzie,85.35678),(Marwan_Muasher,83.34098),(Arnoldo_Aleman,82.48286),(Jesse_James_Leija,81.92985),(Richard_Hellfant,80.99546)
Adel_Al-Jubeir_0003.jpg,(Adel_Al-Jubeir,97.859085),(Claudio_Lopez,90.88685),(Richard_Hellfant,86.72681),(Renato_Soru,84.54234),(Mario_Vasquez_Rana,83.70329),(Zdravko_Mucic,83.37911),(Robert_Downey_Jr,82.67355),(Kalid_Kaid,81.43405),(Carlos_Arroyo,80.93825),(Harvey_Fierstein,79.62248)
Adolfo_Rodriguez_Saa_0002.jpg,(Adolfo_Rodriguez_Saa,95.46054),(Anzori_Kikalishvili,90.66564),(Igor_Ivanov,90.430176),(Yogi_Berra,89.1529),(Jaime_Orti,86.63405),(Dariusz_Michalczewski,86.44852),(Richard_Sterner,86.08461),(Munir_Akram,86.020386),(Norm_Macdonald,85.33537),(Leonard_Glick,84.71396)
Adolfo_Aguilar_Zinser_0003.jpg,(Adolfo_Aguilar_Zinser,96.92893),(Gabriel_Jorge_Ferreia,89.58818),(John_Scarlett,88.94597),(Mohamed_Benaissa,86.74108),(Franco_Dragone,86.71254),(Iain_Duncan_Smith,86.4628),(Tim_Curley,86.39144),(Mo_Elleithee,86.29154),(Mahmoud_Abbas,85.58512),(Nicolas_Eyzaguirre,85.18553)
Adrien_Brody_0001.jpg,(Adrien_Brody,95.25129),(Corey_Maggette,91.579),(Brandon_Webb,85.12844),(Richard_Hamilton,83.07401),(Mark_Swartz,81.73916),(Lane_Odom,81.414986),(Beyonce_Knowles,81.37685),(Robert_Altman,80.82384),(Sterling_Hitchcock,80.82384),(Jon_Corzine,80.7857)
Adrian_McPherson_0001.jpg,(Adrian_McPherson,96.425766),(Guillaume_Soro,88.30377),(Clifford_Robinson,86.17737),(Atiabet_Ijan_Amabel,85.29256),(Alejandro_Atchugarry,85.28542),(Bruce_Paltrow,84.27537),(Justin_Gatlin,84.0084),(Earl_Counter,83.36005),(Jim_Schwarz,82.521),(Mike_Smith,82.120544)
Adrian_Nastase_0001.jpg,(Adrian_Nastase,95.56577),(Ranil_Wickremasinghe,92.10403),(Richard_Paul_Evans,89.19572),(William_Murabito,86.98369),(Luiz_Inacio_Lula_da_Silva,86.041794),(Slobodan_Milosevic,85.949036),(Bob_Hartley,85.891945),(Johnny_Tapia,85.70643),(Nawabzada_Nasrullah_Khan,85.57085),(Nasser_al-Kidwa,85.27115)
Adolfo_Aguilar_Zinser_0002.jpg,(Adolfo_Aguilar_Zinser,97.19383),(Gabriel_Jorge_Ferreia,91.40061),(Edward_Said,89.18858),(Mario_Gallegos,87.67584),(Franco_Dragone,87.48318),(Thomas_Kelly,86.74822),(Bernard_Siegel,86.684),(Andrew_Gilligan,86.10601),(Biljana_Plavsic,86.05607),(Nicolas_Eyzaguirre,85.69215)
Adrien_Brody_0002.jpg,(Adrien_Brody,95.22346),(Pat_Burns,87.5474),(Alexander_Payne,87.06931),(Mark_Swartz,85.77778),(Lane_Odom,83.81771),(Hadley_Bilger,83.77957),(Felipe_De_Borbon,83.72236),(Nanni_Moretti,81.07173),(Ralph_Goodale,80.88105),(Monica_Serra,80.32803)
Adrien_Brody_0003.jpg,(Adrien_Brody,94.625946),(Corey_Maggette,86.24159),(Collis_Temple_III,83.32191),(Ralph_Sampson,81.73916),(Amelia_Vega,81.37685),(Hernan_Crespo,79.81316),(Placido_Domingo,79.41271),(Robert_Altman,79.16482),(Martin_Gecht,79.107605),(Anne_Heche,78.76436)
Adrien_Brody_0005.jpg,(Adrien_Brody,94.9743),(Ajit_Agarkar,88.97452),(Corey_Maggette,88.73191),(Mark_Swartz,85.87768),(Jon_Corzine,85.33537),(Brandon_Webb,85.24261),(Richard_Hamilton,84.40885),(Pat_Burns,84.16096),(Anthony_Hopkins,83.77957),(Lane_Odom,81.24336)
Adrien_Brody_0004.jpg,(Adrien_Brody,95.84518),(Ajit_Agarkar,89.82365),(Corey_Maggette,88.410805),(Felipe_De_Borbon,84.86652),(Richard_Hamilton,84.0084),(Mark_Swartz,83.87492),(Zach_Pillar,83.81771),(Lane_Odom,81.92985),(Gerard_de_Cortanze,81.22429),(Robert_Altman,80.57594)
Adrien_Brody_0007.jpg,(Adrien_Brody,94.82674),(Ajit_Agarkar,90.10194),(Corey_Maggette,86.09888),(Chuck_Eidson,85.51376),(Rupert_Grint,83.03587),(Gregory_Hines,82.65448),(Pat_Burns,82.44472),(Iran_Brown,81.81544),(Cheryl_Little,80.86198),(Mark_Swartz,80.55687)
Adrien_Brody_0006.jpg,(Adrien_Brody,95.18355),(Corey_Maggette,87.633026),(Billy_Crawford,85.77778),(Jeremy_Shockey,84.69489),(Jon_Corzine,84.48513),(Ajit_Agarkar,84.04654),(Brandon_Webb,82.46379),(Mark_Swartz,82.10148),(Richard_Hamilton,82.04427),(Gregory_Hines,80.57594)
Adrien_Brody_0008.jpg,(Adrien_Brody,95.54037),(Ajit_Agarkar,91.32926),(Corey_Maggette,90.373085),(Richard_Hamilton,89.723755),(Tab_Baldwin,86.50561),(Mark_Swartz,86.24159),(Felipe_De_Borbon,85.264015),(Brandon_Webb,83.24563),(James_Butts,82.50193),(Robert_Altman,82.46379)
Adrien_Brody_0010.jpg,(Adrien_Brody,96.13063),(Corey_Maggette,85.41386),(Ajit_Agarkar,84.48513),(Bill_Pryor,82.10148),(Janet_Chandler,80.76663),(Brandon_Webb,80.13734),(Kirsten_Dunst,78.74529),(Cheryl_Little,78.51646),(Jon_Corzine,78.38297),(Alexander_Downer,77.65834)
Adrien_Brody_0009.jpg,(Adrien_Brody,96.0121),(Corey_Maggette,91.77166),(Richard_Hamilton,86.27727),(Mark_Swartz,85.15698),(Ajit_Agarkar,85.035675),(Janet_Chandler,83.45539),(Brandon_Webb,81.18615),(Martin_Gecht,79.50806),(Ana_Isabel_Sanchez,78.40204),(Liv_Tyler,77.16254)
Adrien_Brody_0011.jpg,(Adrien_Brody,95.853645),(Corey_Maggette,92.1899),(Ajit_Agarkar,87.46891),(Rupert_Grint,86.18451),(Richard_Hamilton,85.49949),(Cheryl_Little,84.90465),(Brandon_Webb,82.04427),(Mark_Podlesny,79.94665),(Felipe_De_Borbon,79.73689),(Joel_Gallen,78.916916)
Ahmad_Masood_0001.jpg,(Ahmad_Masood,93.9498),(Farida_Ragoonanan,87.51886),(Kalid_Kaid,87.15494),(Rosario_Dawson,87.09073),(Mike_Montgomery,86.18451),(Nila_Ferran,86.020386),(Joe_Finley,85.67788),(Mohammaed_Ahmad_Al_Jarallah,85.63506),(Ray_Nagin,85.53517),(Valerie_Harper,85.1998)
Ahmed_Chalabi_0001.jpg,(Ahmed_Chalabi,97.72482),(Kamal_Kharrazi,90.56575),(Avril_Lavigne,88.78899),(Alan_Greer,87.59735),(Horacio_de_Jesus_Montoya,87.49745),(Ghassan_Elashi,87.09786),(Andy_Madikians,87.09073),(Marcos_Daniel_Jimenez,86.79103),(Pedro_Alvarez,86.78389),(Terje_Roed-Larsen,86.74822)
Ahmed_Chalabi_0002.jpg,(Ahmed_Chalabi,97.35833),(Alan_Greer,91.48624),(Avril_Lavigne,88.90316),(Ghassan_Elashi,88.77472),(Pedro_Alvarez,87.704384),(Terje_Roed-Larsen,87.52599),(Paul_Shanley,87.16208),(John_Connolly,86.94801),(Augusto_Roa_Bastos,86.69113),(Alan_Dershowitz,86.33435)
Ahmed_Chalabi_0005.jpg,(Ahmed_Chalabi,97.6329),(Avril_Lavigne,90.26605),(Ghassan_Elashi,90.10194),(Ricky_Quick,88.95311),(Alan_Dershowitz,88.31805),(Jim_Ryan,86.91233),(Augusto_Roa_Bastos,86.63405),(Pedro_Alvarez,86.51988),(Vince_Dooley,86.31294),(Lucio_Gutierrez,85.97044)
Ahmed_Chalabi_0003.jpg,(Ahmed_Chalabi,97.64378),(Avril_Lavigne,88.90316),(Ghassan_Elashi,88.21101),(Terje_Roed-Larsen,88.07543),(Marcos_Daniel_Jimenez,87.076454),(Emile_Lahoud,86.42712),(Alan_Dershowitz,85.88481),(Horacio_de_Jesus_Montoya,85.6422),(Pedro_Alvarez,85.56371),(Jack_Grubman,85.53517)
Aicha_El_Ouafi_0002.jpg,(Aicha_El_Ouafi,96.67493),(Martha_Beatriz_Roque,91.44343),(Anette_Hosoi,89.80938),(Cristina_Kirchner,86.79103),(Trudi_Lacey,85.60652),(Robert_Gallo,85.42814),(Maria_Garcia,84.466064),(Roberto_Marinho,83.81771),(Kalid_Kaid,82.46379),(Natalie_Williams,82.33031)
Aicha_El_Ouafi_0001.jpg,(Aicha_El_Ouafi,96.72573),(Anette_Hosoi,92.11733),(Martha_Beatriz_Roque,91.66463),(Maria_Soledad_Alvear_Valenzuela,87.15494),(Marsha_Sharp,86.83384),(Trudi_Lacey,86.598366),(Magda_Kertasz,85.91335),(Beatrice_Dalle,85.52803),(Kalid_Kaid,84.942795),(Hugo_Chavez,83.28377)
Ai_Sugiyama_0001.jpg,(Ai_Sugiyama,97.27729),(Cho_Myung-kyun,88.57492),(Sachiko_Yamada,86.35576),(Sasha_Alexander,86.27727),(Yoon_Jeong_Cho,86.12742),(Dyana_Calub,85.492355),(Gong_Ruina,85.30683),(Junko_Tabei,85.17125),(Ernie_Els,82.86424),(Charmaine_Crooks,81.30057)
Ahmet_Necdet_Sezer_0002.jpg,(Ahmet_Necdet_Sezer,96.61324),(Carroll_Weimer,87.52599),(Padraig_Harrington,86.74108),(Antonio_Catania,86.35576),(Manfred_Stolpe,85.92049),(Laurence_Tribe,85.14985),(Betsy_Smith,83.93213),(Elias_Attallah,83.41725),(Mohammaed_Ahmad_Al_Jarallah,82.71169),(Mickey_Loomis,82.46379)
Aitor_Gonzalez_0001.jpg,(Aitor_Gonzalez,96.66163),(Filippo_Volandri,91.37207),(Richard_Barry,89.27421),(Simon_Larose,83.66515),(Ben_Davis,82.7689),(Christopher_Matero,81.87264),(Billy_Tibbets,81.26243),(Jason_Sehorn,80.08013),(Fred_Funk,79.908516),(Lauren_Killian,79.81316)
Ai_Sugiyama_0002.jpg,(Ai_Sugiyama,97.77926),(Gong_Ruina,88.510704),(Sachiko_Yamada,86.527016),(Kaoru_Hasuike,85.36391),(Yoon_Jeong_Cho,85.00714),(Enola_Rice,84.0084),(Lisa_Gottsegen,81.94892),(Sasha_Alexander,81.75823),(S_Jayakumar,81.66288),(Steve_Allan,81.052666)
Ai_Sugiyama_0003.jpg,(Ai_Sugiyama,97.41155),(Lee_Soo-hyuck,86.37003),(Gong_Ruina,85.7421),(Sasha_Alexander,85.36391),(Cho_Myung-kyun,85.07136),(Kaoru_Hasuike,83.79864),(Amelie_Mauresmo,83.45539),(Charmaine_Crooks,82.90238),(Greg_Owen,82.67355),(Yoon_Jeong_Cho,80.19455)
Akbar_Hashemi_Rafsanjani_0001.jpg,(Akbar_Hashemi_Rafsanjani,96.55518),(Mahmoud_Abbas,92.42697),(Nabil_Shaath,90.50867),(Don_Hewitt,88.74618),(Jalal_Talabani,87.69725),(Kamal_Kharrazi,86.93375),(Richard_Perle,86.28441),(Jan_Petersen,85.5209),(Ismail_Cem,85.50662),(Michele_Placido,85.39246)
Alan_Greenspan_0001.jpg,(Alan_Greenspan,96.81524),(Richard_Crenna,92.100395),(Cemil_Cicek,86.26299),(Tom_Harkin,85.891945),(Mario_Puzo,85.50662),(Jesse_Helms,84.33258),(Eduardo_Chillida,84.29444),(Olivia_Newton-John,82.40658),(William_Perry,81.70102),(Steven_Feldman,81.31963)
Ai_Sugiyama_0005.jpg,(Ai_Sugiyama,96.94587),(Greg_Owen,85.25688),(Cho_Myung-kyun,81.12894),(Stella_Tennant,80.86198),(Steve_Allan,80.72849),(Gary_Winnick,80.537796),(Tara_Kirk,80.423386),(Gong_Ruina,80.15642),(Hee-Won_Han,80.061066),(Patricia_Medina,79.92758)
